 ,Intensity,X (px),Y (px),X (nm),Y (nm),Z (nm),Left-Width (px),Right-Width (px),Up-Height (px),Down-Height (px),X Symmetry (%),Y Symmetry (%),Width minus Height (px),Frame Number
917,900,21.550,32.815,2155.001,3281.466,-78.476,1.017,1.004,1.559,1.011,0.994,0.787,-0.548,1692
918,939,21.648,32.744,2164.817,3274.355,-103.228,1.053,0.857,1.489,1.196,0.897,0.891,-0.775,1691
919,986,21.540,32.809,2153.981,3280.909,-54.173,1.081,0.879,1.364,0.982,0.897,0.837,-0.386,1690
920,945,21.614,32.719,2161.357,3271.875,-60.382,1.068,0.938,1.379,1.062,0.935,0.870,-0.436,1689
921,135,22.514,56.734,2251.393,5673.443,4.591,1.038,1.440,1.320,1.173,0.838,0.941,-0.014,1687
922,362,41.330,23.866,4132.951,2386.581,-109.101,0.865,1.078,1.492,1.293,0.891,0.928,-0.841,1681
923,822,41.528,23.626,4152.763,2362.635,-111.054,0.983,0.977,1.520,1.303,0.997,0.923,-0.864,1680
924,456,11.314,16.593,1131.400,1659.254,168.494,1.331,1.515,1.012,0.860,0.935,0.919,0.974,1679
925,1045,40.906,24.645,4090.625,2464.535,27.202,1.430,0.852,1.161,0.977,0.747,0.914,0.143,1677
926,551,11.581,16.714,1158.051,1671.383,81.124,1.245,1.053,1.110,0.846,0.916,0.865,0.342,1678
927,343,40.673,24.420,4067.307,2442.001,-1.845,1.106,0.885,0.960,1.085,0.889,0.939,-0.054,1678
928,235,41.340,24.675,4134.008,2467.530,72.515,1.046,1.745,1.480,1.020,0.749,0.816,0.291,1676
929,655,33.072,25.531,3307.206,2553.115,11.935,0.713,1.372,1.049,0.995,0.684,0.974,0.041,1702
930,285,52.879,26.608,5287.850,2660.850,81.126,1.824,1.081,1.328,1.235,0.744,0.964,0.342,1695
931,405,15.904,48.597,1590.391,4859.698,121.839,1.484,1.233,1.152,0.903,0.908,0.879,0.663,1696
932,757,52.842,26.592,5284.249,2659.218,34.984,1.336,0.862,1.058,0.962,0.784,0.953,0.178,1694
933,241,13.050,17.466,1304.951,1746.647,84.065,1.026,1.681,1.095,1.251,0.758,0.933,0.361,1694
934,153,41.638,31.228,4163.821,3122.764,-138.043,1.021,0.789,0.921,2.077,0.872,0.615,-1.188,1694
935,740,27.716,23.150,2771.583,2314.988,40.850,1.238,0.773,0.650,1.170,0.769,0.714,0.192,1717
936,996,27.835,23.070,2783.524,2307.004,6.774,1.277,0.762,0.689,1.348,0.748,0.676,0.002,1716
937,345,15.314,18.486,1531.444,1848.563,181.314,1.209,1.610,0.915,0.858,0.858,0.967,1.047,1714
938,777,14.955,18.549,1495.491,1854.891,80.770,1.637,0.763,1.033,1.026,0.636,0.996,0.340,1713
939,130,15.513,9.329,1551.310,932.860,-121.765,0.926,0.967,0.916,1.967,0.978,0.635,-0.990,1713
940,510,22.395,22.072,2239.463,2207.241,-1.429,0.971,1.047,0.717,1.352,0.962,0.693,-0.051,1729
941,896,15.045,18.505,1504.518,1850.502,82.263,0.817,1.408,0.946,0.929,0.734,0.991,0.349,1712
942,505,50.128,25.159,5012.772,2515.927,46.254,0.909,1.559,0.908,1.357,0.737,0.802,0.204,1742
943,615,19.381,38.563,1938.068,3856.263,-14.299,0.956,1.209,1.067,1.233,0.883,0.928,-0.135,1757
944,633,15.975,19.190,1597.522,1918.968,119.584,1.714,0.906,0.685,1.287,0.692,0.694,0.648,1739
945,869,15.943,19.229,1594.315,1922.876,83.178,1.483,0.739,0.750,1.117,0.665,0.803,0.355,1738
946,1255,21.745,35.665,2174.472,3566.464,64.772,1.328,0.883,1.107,0.851,0.799,0.869,0.253,1737
947,924,15.958,19.282,1595.831,1928.224,75.317,1.465,0.718,0.763,1.114,0.658,0.813,0.305,1737
948,703,15.967,19.232,1596.690,1923.218,121.997,1.672,1.029,0.787,1.251,0.762,0.772,0.664,1735
949,715,16.012,19.348,1601.199,1934.781,143.486,1.064,1.671,0.859,1.058,0.778,0.896,0.818,1734
950,1016,21.640,35.840,2163.987,3584.012,-21.110,1.096,0.860,1.260,0.862,0.879,0.812,-0.166,1736
951,846,16.010,19.320,1601.028,1931.962,55.153,0.806,1.456,0.833,1.209,0.713,0.816,0.221,1736
952,280,15.704,19.173,1570.428,1917.340,78.901,1.620,1.162,0.956,1.498,0.836,0.779,0.328,1733
953,783,33.688,23.747,3368.797,2374.662,-34.288,1.154,0.839,1.270,0.949,0.842,0.855,-0.227,1756
954,680,33.591,24.923,3359.085,2492.346,6.747,1.110,0.946,1.303,0.750,0.920,0.731,0.002,1753
955,354,16.082,46.253,1608.216,4625.278,147.170,1.061,1.648,0.668,1.197,0.783,0.716,0.844,1753
956,500,33.624,24.710,3362.403,2471.022,32.664,1.252,0.931,1.156,0.860,0.853,0.853,0.168,1752
957,443,49.266,25.855,4926.648,2585.532,-94.941,1.012,1.143,1.643,1.198,0.939,0.843,-0.687,1750
958,408,33.633,24.737,3363.350,2473.675,-2.867,1.128,1.084,1.352,0.920,0.980,0.810,-0.060,1749
959,345,16.148,46.066,1614.817,4606.639,142.077,1.126,1.766,0.720,1.365,0.779,0.691,0.807,1749
960,449,14.675,58.489,1467.460,5848.905,-65.247,1.189,1.001,1.335,1.329,0.914,0.998,-0.474,1747
961,171,34.945,11.983,3494.482,1198.345,-36.664,1.635,1.020,1.589,1.309,0.769,0.904,-0.243,1746
962,274,19.598,35.967,1959.826,3596.697,-98.671,0.893,0.745,1.409,0.956,0.909,0.809,-0.727,1768
963,414,55.224,28.198,5522.417,2819.762,6.409,0.927,1.260,0.782,1.406,0.848,0.715,-3.612E-4,1781
964,461,35.354,23.719,3535.374,2371.885,36.681,1.044,1.174,1.226,0.809,0.941,0.795,0.182,1787
965,544,15.433,45.384,1543.296,4538.354,-3.205,1.095,1.023,0.979,1.202,0.966,0.898,-0.062,1762
966,937,15.645,45.688,1564.474,4568.755,-30.378,1.093,0.871,1.204,0.968,0.887,0.892,-0.208,1763
967,191,16.997,44.462,1699.728,4446.183,-12.161,1.722,1.014,1.308,1.548,0.741,0.916,-0.121,1761
968,668,19.399,38.493,1939.863,3849.336,-37.575,0.967,1.023,1.094,1.146,0.972,0.977,-0.250,1760
969,183,56.766,29.010,5676.625,2901.010,14.366,1.671,1.120,0.957,1.774,0.803,0.701,0.060,1760
970,369,19.358,38.482,1935.806,3848.158,-29.528,1.043,1.178,1.190,1.235,0.939,0.981,-0.204,1759
971,326,19.371,38.583,1937.066,3858.346,87.956,1.214,1.492,1.180,1.136,0.897,0.981,0.390,1758
972,240,16.601,43.748,1660.090,4374.815,17.374,1.325,1.240,1.519,0.966,0.967,0.777,0.081,1786
973,523,16.232,43.820,1623.223,4381.962,1.943,0.677,1.296,1.237,0.766,0.686,0.765,-0.030,1785
974,1054,16.161,44.099,1616.087,4409.861,-23.848,0.772,1.133,0.666,1.416,0.810,0.640,-0.177,1784
975,969,16.216,43.852,1621.568,4385.224,-9.357,0.865,1.240,1.338,0.870,0.822,0.788,-0.102,1783
976,242,34.763,24.029,3476.339,2402.904,20.374,1.581,1.171,0.952,1.698,0.851,0.718,0.102,1770
977,911,18.098,39.576,1809.827,3957.614,101.463,0.822,1.478,0.958,0.836,0.715,0.932,0.507,1795
978,755,10.262,16.447,1026.157,1644.719,89.998,0.986,1.309,0.875,1.014,0.859,0.926,0.407,1806
979,673,50.874,25.534,5087.426,2553.390,-9.531,1.253,0.815,1.008,1.164,0.788,0.928,-0.104,1806
980,1019,28.382,23.131,2838.167,2313.145,-30.504,0.884,1.057,0.774,1.376,0.910,0.720,-0.208,1807
981,769,10.536,16.451,1053.641,1645.125,85.190,1.235,1.095,0.917,1.044,0.940,0.935,0.368,1807
982,771,10.538,16.450,1053.782,1644.998,71.528,1.185,1.089,0.927,1.060,0.958,0.933,0.286,1805
983,761,28.215,23.065,2821.539,2306.477,-9.736,0.873,1.131,0.722,1.388,0.871,0.684,-0.105,1805
984,688,10.365,16.544,1036.505,1654.438,112.993,1.166,1.366,0.991,0.938,0.921,0.972,0.603,1802
985,550,36.515,23.590,3651.503,2359.013,-12.573,1.027,1.024,1.072,1.103,0.999,0.986,-0.124,1802
986,458,36.727,23.415,3672.662,2341.454,-103.665,1.130,0.903,1.374,1.440,0.888,0.977,-0.780,1814
987,1153,31.237,28.234,3123.674,2823.370,-45.139,0.737,1.122,0.882,1.285,0.793,0.814,-0.308,1801
988,515,45.261,24.429,4526.062,2442.851,7.808,0.967,1.270,1.104,1.123,0.865,0.991,0.010,1801
989,240,36.859,23.520,3685.873,2351.961,-13.230,1.332,0.691,0.895,1.257,0.683,0.832,-0.128,1801
990,1059,45.101,24.226,4510.106,2422.571,60.862,0.795,1.399,0.768,1.187,0.725,0.786,0.240,1800
991,669,31.038,28.474,3103.788,2847.447,-23.462,0.750,1.334,1.188,1.072,0.720,0.949,-0.176,1800
992,440,10.430,16.376,1043.017,1637.551,217.441,1.437,1.269,0.614,0.897,0.938,0.813,1.196,1820
993,877,45.353,24.466,4535.343,2446.647,68.886,0.988,1.216,0.907,1.023,0.896,0.940,0.273,1799
994,744,10.491,16.459,1049.108,1645.949,97.547,1.222,1.149,0.867,1.032,0.969,0.913,0.471,1821
995,529,30.991,28.370,3099.103,2837.035,111.644,1.601,0.797,0.812,0.993,0.665,0.900,0.592,1798
996,783,31.091,28.226,3109.121,2822.564,59.214,0.905,1.420,0.822,1.270,0.778,0.786,0.234,1797
997,676,10.409,16.517,1040.914,1651.656,90.462,1.109,1.200,1.016,0.882,0.961,0.929,0.410,1817
998,616,36.542,23.377,3654.165,2337.735,-91.317,1.004,0.927,1.126,1.457,0.960,0.872,-0.651,1816
999,868,36.724,23.432,3672.364,2343.236,-52.883,1.242,0.858,1.160,1.315,0.817,0.937,-0.375,1815
1000,723,14.320,53.264,1432.034,5326.438,-109.749,0.804,0.963,1.113,1.503,0.910,0.851,-0.849,1813
1001,881,14.953,47.454,1495.331,4745.362,-65.696,1.353,0.680,1.225,1.284,0.669,0.977,-0.477,1811
1002,985,14.898,47.337,1489.756,4733.733,-57.666,1.283,0.653,1.006,1.343,0.674,0.857,-0.414,1810
1003,480,14.969,47.337,1496.880,4733.700,8.873,1.312,0.711,0.931,1.074,0.703,0.929,0.018,1809
1004,591,28.426,23.117,2842.645,2311.724,-24.176,1.013,1.009,0.830,1.371,0.998,0.754,-0.179,1808
1005,386,10.640,16.507,1064.047,1650.701,113.312,1.366,1.252,0.935,1.077,0.956,0.929,0.605,1808
1006,356,2.629,8.934,262.886,893.425,150.666,1.512,1.224,1.310,0.558,0.895,0.598,0.867,1835
1007,867,32.008,23.351,3200.815,2335.085,-4.299,0.626,1.287,0.885,1.097,0.654,0.893,-0.069,1829
1008,1012,31.914,23.283,3191.396,2328.306,-24.249,1.368,0.737,0.991,1.293,0.700,0.867,-0.179,1828
1009,919,33.810,23.403,3380.954,2340.337,-51.653,1.241,0.775,1.168,1.212,0.769,0.982,-0.364,1841
1010,198,20.587,36.227,2058.675,3622.668,84.602,1.535,1.379,0.759,1.791,0.947,0.595,0.364,1841
1011,541,45.585,24.487,4558.523,2448.702,25.069,1.088,0.957,0.943,0.968,0.936,0.987,0.134,1826
1012,437,10.361,16.450,1036.094,1644.957,133.396,1.269,1.386,0.961,0.953,0.956,0.996,0.741,1822
1013,88,21.758,14.995,2175.828,1499.473,-9.358,1.625,1.135,1.421,1.442,0.822,0.992,-0.102,1822
1014,353,39.253,23.857,3925.312,2385.735,-102.779,0.836,1.351,1.647,1.310,0.765,0.886,-0.770,1849
1015,999,39.088,23.883,3908.773,2388.332,-53.448,0.617,1.189,1.370,0.815,0.683,0.746,-0.380,1850
1016,348,33.563,23.483,3356.322,2348.312,-3.822,1.232,1.174,1.084,1.388,0.976,0.877,-0.066,1847
1017,886,34.054,23.541,3405.449,2354.103,-39.421,0.706,1.417,1.200,1.186,0.665,0.994,-0.264,1846
1018,1103,33.777,23.382,3377.702,2338.231,-75.138,1.145,0.690,1.047,1.316,0.752,0.886,-0.527,1845
1019,934,33.792,23.363,3379.154,2336.284,-54.799,1.247,0.769,1.086,1.322,0.763,0.902,-0.391,1843
1020,657,20.170,35.723,2016.998,3572.303,40.744,0.842,1.351,1.239,0.763,0.768,0.762,0.191,1843
1021,693,19.491,21.036,1949.074,2103.567,19.410,1.161,1.135,0.719,1.482,0.988,0.654,0.095,1843
1022,1035,20.123,35.766,2012.333,3576.607,14.409,0.812,1.418,1.223,0.946,0.728,0.872,0.060,1842
1023,967,33.917,23.328,3391.702,2332.837,-90.440,1.225,0.654,1.042,1.480,0.696,0.826,-0.643,1842
1024,185,38.237,29.993,3823.692,2999.308,-48.536,0.732,1.452,1.348,1.173,0.671,0.931,-0.337,1860
1025,80,22.791,27.564,2279.132,2756.405,-5.876,1.258,1.367,1.268,1.436,0.959,0.938,-0.079,1843
1026,387,21.147,21.843,2114.652,2184.333,87.487,0.813,1.339,1.143,0.622,0.755,0.705,0.387,1859
1027,970,25.456,23.177,2545.568,2317.717,-116.306,1.004,0.960,1.081,1.807,0.978,0.748,-0.925,1857
1028,705,25.422,22.485,2542.173,2248.467,28.771,1.017,1.170,0.978,1.059,0.930,0.960,0.150,1858
1029,353,20.996,21.770,2099.646,2176.964,48.258,1.683,0.757,1.248,0.985,0.620,0.882,0.208,1862
1030,458,19.758,36.365,1975.838,3636.506,-36.440,1.301,0.926,1.002,1.466,0.832,0.812,-0.241,1876
1031,1063,36.504,23.763,3650.445,2376.251,-12.298,0.986,0.925,1.151,0.881,0.968,0.867,-0.122,1873
1032,670,20.729,34.873,2072.869,3487.337,-9.594,1.310,0.916,1.428,0.902,0.823,0.774,-0.104,1883
1033,683,19.791,38.254,1979.115,3825.412,31.446,1.367,0.928,0.891,1.242,0.808,0.835,0.162,1882
1034,1127,19.588,38.203,1958.762,3820.340,-34.578,1.060,0.908,0.898,1.298,0.923,0.818,-0.228,1881
1035,837,40.627,23.594,4062.717,2359.378,-85.340,1.079,0.868,1.325,1.214,0.892,0.956,-0.592,1881
1036,966,19.670,38.284,1966.997,3828.448,-39.115,1.162,0.904,1.062,1.266,0.875,0.912,-0.261,1880
1037,370,40.711,23.863,4071.076,2386.340,-74.785,1.272,0.988,1.605,1.180,0.874,0.847,-0.525,1880
1038,478,19.791,38.297,1979.130,3829.675,-63.403,1.173,0.872,1.124,1.382,0.853,0.897,-0.460,1879
1039,246,17.346,20.093,1734.613,2009.298,91.221,1.311,1.387,0.779,1.503,0.972,0.682,0.417,1879
1040,856,17.242,20.179,1724.171,2017.897,64.358,0.954,1.233,0.724,1.211,0.873,0.749,0.252,1878
1041,1047,19.771,36.211,1977.145,3621.120,8.276,1.215,0.931,0.907,1.225,0.868,0.851,0.014,1877
1042,349,20.839,34.638,2083.870,3463.753,-106.120,1.209,0.788,1.604,1.199,0.789,0.856,-0.807,1884
1043,356,19.320,37.059,1931.984,3705.898,30.797,1.099,1.238,0.687,1.491,0.941,0.631,0.159,1903
1044,975,33.180,23.488,3318.000,2348.807,-6.762,0.836,1.297,1.090,1.128,0.784,0.983,-0.085,1907
1045,280,39.854,23.783,3985.409,2378.303,-52.404,1.225,0.859,1.451,1.004,0.824,0.818,-0.371,1907
1046,260,17.951,40.358,1795.105,4035.787,-7.479,1.764,0.959,1.335,1.478,0.704,0.949,-0.090,1907
1047,532,39.133,23.794,3913.311,2379.435,-124.619,0.641,1.219,1.648,1.236,0.689,0.857,-1.024,1908
1048,545,39.139,23.993,3913.913,2399.336,-107.427,0.607,1.108,1.535,1.002,0.708,0.790,-0.822,1909
1049,524,39.492,23.854,3949.155,2385.377,-48.801,0.917,0.991,1.422,0.825,0.961,0.734,-0.339,1906
1050,275,32.851,23.631,3285.124,2363.093,76.182,1.538,0.936,1.180,0.983,0.757,0.909,0.311,1906
1051,633,18.224,40.141,1822.449,4014.052,8.005,0.705,1.303,0.751,1.245,0.702,0.752,0.012,1905
1052,534,39.345,23.758,3934.480,2375.807,-91.903,0.970,1.203,1.445,1.385,0.893,0.979,-0.657,1905
1053,1010,32.876,25.406,3287.615,2540.551,-36.235,1.328,0.761,1.073,1.255,0.729,0.922,-0.239,1904
1054,519,33.277,23.683,3327.681,2368.275,-10.093,0.923,1.166,1.246,0.950,0.884,0.865,-0.107,1917
1055,460,40.775,23.810,4077.515,2380.956,-92.590,1.204,0.719,1.435,1.152,0.748,0.891,-0.664,1895
1056,580,40.727,23.772,4072.676,2377.156,-103.923,1.218,0.829,1.683,1.147,0.810,0.811,-0.783,1894
1057,943,41.885,24.027,4188.455,2402.663,-93.526,1.408,0.792,1.098,1.776,0.720,0.764,-0.673,1893
1058,1217,41.302,23.808,4130.193,2380.787,-59.003,0.918,1.127,1.444,1.025,0.898,0.830,-0.425,1892
1059,939,40.788,23.726,4078.756,2372.625,-106.314,1.191,0.665,1.488,1.177,0.716,0.883,-0.809,1891
1060,772,15.082,47.129,1508.238,4712.889,-38.455,0.702,1.293,0.842,1.410,0.703,0.748,-0.256,1930
1061,581,24.351,22.512,2435.087,2251.203,92.310,1.083,1.367,1.046,0.978,0.884,0.966,0.425,1929
1062,418,14.951,47.383,1495.082,4738.326,-104.883,1.227,0.615,1.182,1.452,0.668,0.897,-0.793,1929
1063,733,24.413,22.293,2441.302,2229.298,5.791,0.873,1.151,0.828,1.201,0.863,0.816,-0.005,1927
1064,314,31.134,28.445,3113.420,2844.487,-45.930,0.824,1.367,1.136,1.370,0.752,0.907,-0.315,1943
1065,890,33.028,25.592,3302.754,2559.180,80.724,0.826,1.492,1.038,0.941,0.713,0.951,0.340,1947
1066,1187,32.875,25.514,3287.524,2551.434,21.515,1.362,0.796,1.076,0.972,0.737,0.949,0.109,1948
1067,1088,33.293,23.453,3329.303,2345.294,-22.578,0.891,1.153,1.055,1.161,0.872,0.953,-0.172,1916
1068,864,18.718,20.793,1871.788,2079.277,81.914,1.296,0.899,1.146,0.701,0.819,0.759,0.347,1915
1069,388,33.271,23.565,3327.069,2356.513,-27.978,1.074,1.164,1.348,1.087,0.960,0.893,-0.196,1915
1070,283,33.435,23.741,3343.527,2374.091,12.300,1.259,1.098,1.328,0.985,0.932,0.852,0.044,1913
1071,1042,33.285,23.361,3328.524,2336.148,-7.415,0.921,1.204,1.033,1.183,0.867,0.932,-0.090,1912
1072,532,19.403,36.902,1940.255,3690.152,18.007,1.002,1.338,1.379,0.876,0.856,0.777,0.085,1912
1073,386,19.184,37.042,1918.399,3704.200,6.287,0.887,1.305,0.783,1.411,0.809,0.714,-0.001,1911
1074,204,33.702,23.492,3370.190,2349.158,86.118,1.467,1.400,1.247,1.243,0.977,0.998,0.376,1911
1075,367,20.489,35.277,2048.883,3527.702,83.557,1.168,1.128,0.836,1.102,0.982,0.863,0.357,1951
1076,1234,31.112,28.306,3111.241,2830.585,66.205,0.851,1.414,0.833,1.171,0.751,0.832,0.260,1944
1077,600,31.077,28.163,3107.691,2816.276,-25.296,0.743,1.462,0.987,1.401,0.674,0.827,-0.183,1945
1078,1104,31.157,28.216,3115.681,2821.606,-2.987,0.746,1.330,0.858,1.279,0.719,0.803,-0.061,1939
1079,934,24.304,22.453,2430.423,2245.271,32.518,0.965,1.191,0.983,1.006,0.895,0.989,0.167,1939
1080,895,19.972,37.793,1997.171,3779.257,24.265,1.485,0.759,1.308,0.808,0.677,0.764,0.128,1939
1081,1005,19.916,37.771,1991.587,3777.136,10.314,1.408,0.751,1.283,0.848,0.696,0.796,0.029,1938
1082,376,30.968,28.486,3096.792,2848.600,-18.903,1.384,0.710,1.006,1.244,0.678,0.894,-0.156,1938
1083,622,54.137,27.111,5413.673,2711.149,30.231,0.794,1.451,0.786,1.302,0.707,0.753,0.157,1937
1084,621,14.422,56.943,1442.203,5694.258,-96.312,1.030,1.090,1.657,1.164,0.972,0.825,-0.701,1936
1085,627,14.368,56.696,1436.775,5669.601,-97.590,0.955,1.076,1.491,1.256,0.940,0.914,-0.715,1935
1086,367,14.363,57.141,1436.271,5714.055,-54.660,1.160,0.954,0.921,1.583,0.903,0.736,-0.390,1934
1087,344,20.240,35.347,2024.036,3534.706,21.697,1.021,1.466,1.048,1.329,0.821,0.882,0.111,1955
1088,640,26.270,31.406,2626.994,3140.583,-20.442,0.850,1.237,1.016,1.234,0.815,0.903,-0.163,1963
1089,149,24.843,22.740,2484.333,2273.995,144.051,1.651,1.155,1.100,0.884,0.823,0.891,0.823,1963
1090,486,24.581,22.552,2458.102,2255.213,2.048,1.246,0.940,1.172,1.043,0.860,0.942,-0.029,1967
1091,298,5.419,14.286,541.914,1428.624,103.937,1.303,1.369,0.952,1.190,0.975,0.889,0.531,1967
1092,1173,20.412,35.326,2041.188,3532.572,6.459,0.939,1.087,0.857,1.169,0.927,0.846,1.420E-5,1952
1093,455,24.757,22.467,2475.725,2246.672,-42.662,1.232,0.917,1.105,1.333,0.853,0.906,-0.289,1966
1094,407,24.700,22.617,2470.034,2261.651,-0.414,1.210,0.953,1.096,1.112,0.881,0.993,-0.045,1970
1095,785,24.776,22.416,2477.614,2241.559,0.731,1.252,0.797,0.913,1.173,0.778,0.875,-0.038,1969
1096,1242,20.424,35.273,2042.359,3527.323,1.312,0.870,1.063,0.779,1.188,0.901,0.792,-0.034,1954
1097,669,32.892,25.525,3289.212,2552.453,30.322,1.354,0.811,1.017,0.991,0.749,0.987,0.157,1949
1098,249,53.018,26.875,5301.797,2687.498,80.069,1.160,1.780,1.550,1.054,0.789,0.809,0.335,1972
1099,991,28.595,23.311,2859.498,2331.101,-4.487,1.130,0.908,0.943,1.166,0.891,0.894,-0.070,1961
1100,1182,20.407,35.226,2040.718,3522.612,-11.450,0.882,1.026,0.791,1.234,0.925,0.781,-0.116,1953
1101,313,18.893,20.692,1889.312,2069.210,98.327,1.563,0.896,1.138,0.844,0.729,0.852,0.478,1958
1102,589,18.748,20.924,1874.752,2092.418,106.648,1.447,1.120,1.426,0.588,0.873,0.584,0.553,1959
1103,394,29.031,23.355,2903.118,2335.541,-13.265,0.783,1.424,0.997,1.338,0.710,0.854,-0.128,1959
1104,796,21.086,21.765,2108.622,2176.458,77.131,0.808,1.461,1.195,0.758,0.712,0.776,0.317,1980
1105,247,21.241,21.845,2124.085,2184.521,33.072,1.138,1.558,1.578,0.949,0.844,0.751,0.169,1979
1106,989,21.359,21.746,2135.853,2174.643,1.047,0.944,1.088,1.224,0.844,0.929,0.816,-0.036,1978
1107,850,21.317,21.619,2131.732,2161.942,27.023,0.963,1.204,1.099,0.925,0.889,0.914,0.143,1977
1108,935,21.319,21.717,2131.898,2171.700,16.785,0.902,1.242,1.179,0.888,0.841,0.859,0.077,1976
1109,562,21.308,21.669,2130.778,2166.875,111.184,1.004,1.570,1.132,0.853,0.780,0.860,0.589,1975
1110,449,38.570,23.675,3857.036,2367.509,-9.309,1.055,1.039,1.211,0.985,0.993,0.897,-0.102,1982
1111,219,21.585,21.679,2158.523,2167.931,82.471,1.390,1.287,1.182,1.145,0.962,0.984,0.351,1985
1112,571,38.277,23.392,3827.713,2339.158,-50.351,0.892,1.100,1.212,1.132,0.896,0.966,-0.353,1993
1113,537,21.246,21.825,2124.555,2182.453,-35.579,0.848,1.259,1.372,0.970,0.805,0.828,-0.234,1986
1114,780,19.808,35.922,1980.767,3592.218,4.148,1.294,0.896,1.357,0.848,0.818,0.769,-0.016,1997
1115,898,19.864,35.758,1986.395,3575.782,17.023,1.363,0.797,1.217,0.865,0.738,0.831,0.078,2000
1116,357,7.401,16.230,740.135,1623.038,118.781,1.312,1.565,0.846,1.389,0.912,0.757,0.643,2009
1117,864,7.181,16.033,718.082,1603.291,140.287,1.139,1.630,0.666,1.311,0.823,0.674,0.793,2010
1118,594,6.931,15.889,693.083,1588.895,125.469,1.653,0.958,1.245,0.679,0.734,0.706,0.686,2011
1119,659,10.793,16.575,1079.275,1657.504,139.986,1.511,1.094,0.991,0.823,0.840,0.907,0.791,2016
1120,728,10.655,16.597,1065.475,1659.687,40.759,1.208,1.005,1.085,0.937,0.908,0.927,0.192,2015
1121,134,48.384,23.902,4838.361,2390.223,153.042,1.515,1.354,1.232,0.755,0.944,0.760,0.882,2017
1122,625,40.914,23.860,4091.355,2386.031,-121.603,1.147,0.651,1.596,1.189,0.724,0.854,-0.988,2013
1123,812,10.714,16.675,1071.446,1667.548,162.630,1.582,1.017,0.955,0.705,0.782,0.849,0.940,2019
1124,272,10.859,16.637,1085.852,1663.656,126.216,1.821,1.136,1.139,1.127,0.768,0.995,0.691,2018
1125,735,10.786,16.668,1078.591,1666.835,82.908,1.360,0.884,1.065,0.826,0.788,0.874,0.353,2021
1126,262,31.402,28.199,3140.162,2819.946,-44.723,1.090,1.424,1.099,1.720,0.867,0.780,-0.304,2021
1127,693,10.905,16.491,1090.452,1649.074,88.221,1.553,0.833,1.011,0.983,0.698,0.986,0.392,2020
1128,196,54.366,27.366,5436.556,2736.632,76.980,1.299,1.403,1.118,1.269,0.962,0.937,0.316,2022
1129,602,54.494,27.497,5449.351,2749.663,-28.980,1.009,1.016,1.105,1.121,0.997,0.992,-0.201,2024
1130,186,54.376,27.504,5437.570,2750.383,-11.373,1.193,1.515,1.397,1.427,0.881,0.989,-0.116,2026
1131,962,54.303,27.338,5430.330,2733.786,-52.104,0.695,1.104,0.957,1.209,0.773,0.884,-0.368,2023
1132,907,17.236,20.152,1723.636,2015.243,78.130,0.915,1.269,0.614,1.248,0.838,0.659,0.323,2028
1133,675,17.244,20.178,1724.436,2017.796,8.527,0.961,1.300,0.842,1.402,0.850,0.751,0.016,2029
1134,529,22.454,31.762,2245.400,3176.229,-91.355,0.988,0.976,1.363,1.252,0.994,0.958,-0.652,2054
1135,543,23.963,29.180,2396.270,2917.991,-97.694,1.448,0.656,1.190,1.630,0.624,0.844,-0.716,2039
1136,658,23.890,29.410,2389.038,2940.972,-98.650,1.343,0.666,1.302,1.433,0.663,0.952,-0.726,2038
1137,832,22.479,31.718,2247.918,3171.807,-59.314,0.961,0.994,1.319,1.063,0.983,0.892,-0.428,2056
1138,456,22.494,31.774,2249.411,3177.374,-129.237,1.019,0.895,1.687,1.307,0.935,0.873,-1.081,2055
1139,593,25.050,32.639,2505.010,3263.889,64.075,0.974,1.459,1.153,1.030,0.801,0.944,0.251,2053
1140,1316,25.332,32.428,2533.208,3242.791,22.217,0.883,1.187,0.871,1.084,0.853,0.891,0.114,2052
1141,821,25.288,32.405,2528.759,3240.468,57.403,0.966,1.270,0.921,1.087,0.864,0.917,0.228,2051
1142,223,53.340,26.685,5334.028,2668.452,89.706,1.019,1.690,1.125,1.180,0.752,0.977,0.404,2051
1143,530,25.300,32.332,2529.963,3233.208,-11.162,0.954,1.323,1.112,1.280,0.838,0.930,-0.114,2050
1144,183,18.645,20.778,1864.451,2077.798,1.421,1.380,1.319,1.553,1.178,0.977,0.863,-0.033,2050
1145,319,53.191,26.617,5319.066,2661.671,-13.304,0.838,1.437,1.323,1.080,0.737,0.899,-0.129,2075
1146,333,22.107,35.114,2210.714,3511.394,16.042,0.830,1.694,0.968,1.485,0.657,0.789,0.072,2047
1147,189,8.897,16.305,889.702,1630.471,92.235,1.733,1.139,1.167,1.280,0.793,0.954,0.425,2083
1148,477,9.964,16.414,996.375,1641.351,143.240,1.694,0.947,0.866,0.960,0.717,0.948,0.816,2082
1149,491,20.003,21.429,2000.262,2142.890,28.592,0.845,1.605,1.166,1.135,0.690,0.987,0.149,2097
